Index,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
2385,11,0.139,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.436
2386,12,0.048,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.376
2387,12,0.084,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.399
2388,12,0.082,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.375
2389,9,-0.012,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.427
2390,9,0.153,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.47
2391,12,0.103,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.385
2392,12,0.104,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.497
2393,12,-0.038,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.434
2394,9,0.076,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.437
2395,12,0.165,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.397
2396,9,0.064,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.376
2397,12,0.106,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.392
2398,9,-0.002,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.383
2399,12,0.036,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.424
2400,12,0.094,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.437
2401,12,0.103,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.375
2402,3,0.054,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.409
2403,9,0.068,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.354
2404,9,-0.1,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.443
2405,9,0.059,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.412
2406,10,0.122,The Globe and Mail,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.321
2407,9,0.16,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.526
2408,13,0.175,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.54
2409,9,0.069,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.388
2410,6,0.116,The Globe and Mail,"said, would, season, one, player, game, play, peopl, year, also",0.474
2411,14,0.101,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.398
2412,10,0.194,The Globe and Mail,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.425
2413,9,0.096,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.443
2414,10,0.038,The Globe and Mail,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.441
2415,8,0.006,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.475
2416,9,0.046,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.344
2417,9,0.09,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.364
2418,6,0.128,The Globe and Mail,"said, would, season, one, player, game, play, peopl, year, also",0.515
2419,9,0.031,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.401
2420,14,0.171,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.457
2421,3,0.097,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.385
2422,9,0.033,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.354
2423,14,0.108,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.448
2424,3,0.085,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.387
2425,3,0.06,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.423
2426,14,0.028,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.508
2427,3,0.118,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.402
2428,9,0.087,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.38
2429,12,0.054,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.307
2430,4,0.058,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.426
2431,2,0.151,The Globe and Mail,"said, peopl, would, say, time, get, first, prine, countri, one",0.392
2432,13,0.055,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.372
2433,11,0.054,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.308
2434,3,0.161,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.433
2435,5,0.271,The Globe and Mail,"said, market, canadian, canada, report, year, say, one, also, would",0.405
2436,3,0.1,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.314
2437,7,0.097,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.494
2438,12,0.153,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.494
2439,12,0.073,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.41
2440,7,0.223,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.408
2441,13,0.207,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.4
2442,13,0.188,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.531
2443,3,0.177,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.434
2444,12,0.041,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.493
2445,9,0.098,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.46
2446,13,0.066,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.369
2447,13,0.038,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.577
2448,9,0.103,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.511
2449,13,-0.292,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.542
2450,7,0.176,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.493
2451,11,0.152,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.566
2452,14,0.032,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.511
2453,12,0.127,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.419
2454,12,0.186,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.535
2455,9,0.109,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.381
2456,12,0.077,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.424
2457,9,0.002,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.329
2458,12,0.056,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.383
2459,0,0.089,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.465
2460,3,0.156,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.481
2461,9,0,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",1
2462,12,0.069,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.45
2463,12,0.136,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.455
2464,0,0.15,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.378
2465,9,0.048,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.365
2466,12,0.123,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.412
2467,12,0.1,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.449
2468,9,0.054,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.417
2469,12,0.099,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.485
2470,12,0.108,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.474
2471,12,-0.026,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.425
2472,12,0.112,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.453
2473,3,0.145,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.418
2474,8,0.117,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.467
2475,12,0.101,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.416
2476,3,0.068,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.453
2477,3,0.182,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.349
2478,12,0.033,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.387
2479,3,0.154,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.466
2480,3,0.159,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.391
2481,9,0.16,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.415
2482,3,0.201,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.487
2483,3,0.187,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.489
2484,11,0.123,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.42
2485,3,0.172,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.414
2486,3,0.144,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.454
2487,12,0.077,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.51
2488,12,0.097,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.443
2489,8,0.152,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.424
2490,12,0.064,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.422
2491,12,0.097,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.436
2492,12,0.099,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.408
2493,12,0.101,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.366
2494,3,0.215,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.432
2495,13,0.139,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.438
2496,3,0.143,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.422
2497,3,0.168,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.362
2498,3,0.148,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.401
2499,3,0.146,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.427
2500,3,0.158,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.399
2501,3,0.106,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.434
2502,3,0.168,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.47
2503,3,0.095,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.423
2504,3,0.087,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.434
2505,3,0.18,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.563
2506,12,0.053,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.481
2507,3,0.142,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.465
2508,3,0.11,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.426
2509,3,0.21,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.491
2510,8,0.121,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.452
2511,14,0.147,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.448
2512,8,0.152,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.444
2513,3,0.064,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.508
2514,3,0.051,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.606
2515,12,0.089,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.438
2516,12,0.122,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.424
2517,3,0.163,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.409
2518,14,0.126,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.445
2519,3,0.185,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.511
2520,12,0.105,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.471
2521,3,0.12,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.496
2522,3,0.158,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.457
2523,8,0.136,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.455
2524,14,-0.023,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.415
2525,3,0.134,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.424
2526,3,0.145,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.443
2527,8,0.084,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.455
2528,3,0.04,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.446
2529,8,0.166,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.484
2530,9,0.146,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.446
2531,12,0.077,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.431
2532,9,0,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0
2533,12,0.081,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.346
2534,5,-0.016,The Globe and Mail,"said, market, canadian, canada, report, year, say, one, also, would",0.357
2535,12,0.17,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.379
2536,17,0.065,The Globe and Mail,"use, said, servic, may, peopl, govern, time, inform, one, also",0.434
2537,9,0.079,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.48
2538,12,0.094,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.465
2539,12,0.115,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.412
2540,12,0.152,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.414
2541,12,0.212,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.555
2542,8,-0.012,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.353
2543,9,0.008,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.431
2544,17,0.032,The Globe and Mail,"use, said, servic, may, peopl, govern, time, inform, one, also",0.313
2545,13,0.25,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.75
2546,8,-0.5,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.9
2547,12,0.162,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.468
2548,12,0.167,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.5
2549,12,0.078,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.36
2550,12,0.086,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.417
2551,12,0.018,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.383
2552,9,0.111,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.352
2553,13,0.076,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.405
2554,13,0,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0
2555,12,0.073,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.4
2556,16,0.119,The Globe and Mail,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.444
2557,12,-0.012,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.41
2558,12,0.052,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.319
2559,1,0.092,The Globe and Mail,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.349
2560,0,-0.004,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.283
2561,12,0.135,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.349
2562,9,0.126,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.41
2563,11,-0.011,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.349
2564,16,0.05,The Globe and Mail,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.244
2565,12,-0.097,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.514
2566,0,0,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",1
2567,16,-0.056,The Globe and Mail,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.056
2568,11,0.08,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.379
2569,11,0.088,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.429
2570,9,-0.05,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.296
2571,12,0.069,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.365
2572,12,-0.01,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.398
2573,12,0.051,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.326
2574,16,0.125,The Globe and Mail,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.455
2575,1,0.073,The Globe and Mail,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.424
2576,12,0.099,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.411
2577,9,0.008,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.377
2578,5,0.109,TechCrunch,"said, market, canadian, canada, report, year, say, one, also, would",0.455
2579,8,0.08,TechCrunch,"peopl, say, n’t, time, like, said, get, work, one, make",0.407
2580,10,0.11,TechCrunch,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.294
2581,3,0.163,TechCrunch,"n’t, one, get, time, said, make, like, ’re, say, use",0.463
2582,3,0.119,TechCrunch,"n’t, one, get, time, said, make, like, ’re, say, use",0.527
2583,9,0.098,TechCrunch,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.383
2584,9,0.148,TechCrunch,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.486
2585,6,-0.004,TechCrunch,"said, would, season, one, player, game, play, peopl, year, also",0.315
2586,12,0.024,TechCrunch,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.402
2587,3,0.135,TechCrunch,"n’t, one, get, time, said, make, like, ’re, say, use",0.459
2588,3,0.056,TechCrunch,"n’t, one, get, time, said, make, like, ’re, say, use",0.364
2589,12,0.028,TechCrunch,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.4
2590,13,0.138,TechCrunch,"said, work, say, one, also, n’t, peopl, year, show, time",0.451
2591,3,0.124,TechCrunch,"n’t, one, get, time, said, make, like, ’re, say, use",0.581
2592,9,-0.005,TechCrunch,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.338
2593,12,0.133,TechCrunch,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.434
2594,11,0.082,TechCrunch,"peopl, said, one, say, covid-19, year, home, time, get, case",0.35
2595,14,0.167,TechCrunch,"n’t, said, say, like, get, time, peopl, day, one, would",0.37
2596,0,0.045,TechCrunch,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.369
2597,8,0.336,GameSpot,"peopl, say, n’t, time, like, said, get, work, one, make",0.598
2598,3,0.165,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.525
2599,3,0.176,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.381
2600,16,-0.005,GameSpot,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.288
2601,3,-0.012,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.285
2602,20,0.054,GameSpot,"said, one, time, would, may, market, also, n’t, govern, work",0.533
2603,3,0.115,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.5
2604,14,0.112,GameSpot,"n’t, said, say, like, get, time, peopl, day, one, would",0.688
2605,3,0.135,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.559
2606,14,-0.008,GameSpot,"n’t, said, say, like, get, time, peopl, day, one, would",0.58
2607,3,0.229,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.493
2608,11,0.142,GameSpot,"peopl, said, one, say, covid-19, year, home, time, get, case",0.5
2609,7,0.122,GameSpot,"n’t, one, car, year, said, time, peopl, get, like, music",0.488
2610,13,0.179,GameSpot,"said, work, say, one, also, n’t, peopl, year, show, time",0.495
2611,3,0.196,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.548
2612,3,0.123,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.506
2613,11,0.255,GameSpot,"peopl, said, one, say, covid-19, year, home, time, get, case",0.375
2614,3,0.386,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.601
2615,3,0.405,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.614
2616,14,0.003,GameSpot,"n’t, said, say, like, get, time, peopl, day, one, would",0.551
2617,11,0.069,GameSpot,"peopl, said, one, say, covid-19, year, home, time, get, case",0.5
2618,3,0.084,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.461
2619,3,0.187,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.62
2620,3,0.169,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.392
2621,3,0.155,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.562
2622,7,0.376,GameSpot,"n’t, one, car, year, said, time, peopl, get, like, music",0.521
2623,3,-0.167,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.489
2624,3,0.179,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.561
2625,3,0.247,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.555
2626,3,0.301,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.549
2627,13,0.364,GameSpot,"said, work, say, one, also, n’t, peopl, year, show, time",0.669
2628,14,0.003,GameSpot,"n’t, said, say, like, get, time, peopl, day, one, would",0.551
2629,3,0.126,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.457
2630,3,0.059,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.502
2631,3,0.065,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.383
2632,3,0.121,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.571
2633,3,0.324,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.653
2634,3,0.025,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.275
2635,3,0.028,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.451
2636,3,0.168,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.52
2637,3,0.232,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.466
2638,3,0,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0
2639,5,0.155,GameSpot,"said, market, canadian, canada, report, year, say, one, also, would",0.496
2640,3,0.227,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.431
2641,14,-0.067,GameSpot,"n’t, said, say, like, get, time, peopl, day, one, would",0.6
2642,3,-0.032,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.443
2643,3,-0.066,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.56
2644,3,0.215,GameSpot,"n’t, one, get, time, said, make, like, ’re, say, use",0.463
2645,9,0.213,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.444
2646,11,0.033,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.067
2647,8,0.159,Globe News,"peopl, say, n’t, time, like, said, get, work, one, make",0.498
2648,12,0.151,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.356
2649,11,0.016,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.459
2650,12,-0.024,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.448
2651,12,0.055,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.391
2652,12,0.181,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.602
2653,12,0.095,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.38
2654,12,0.11,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.372
2655,12,0.058,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.323
2656,12,0.084,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.444
2657,11,0.135,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.566
2658,12,0.143,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.522
2659,9,0.052,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.367
2660,11,0.181,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.431
2661,12,0.089,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.357
2662,11,0.07,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.286
2663,11,0.124,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.405
2664,3,0.113,Globe News,"n’t, one, get, time, said, make, like, ’re, say, use",0.446
2665,5,-0.012,Globe News,"said, market, canadian, canada, report, year, say, one, also, would",0.345
2666,11,0.01,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.459
2667,9,0.126,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.459
